Tiempo ,Entrada,ANGULO,POSICION
18.78,0,-0.204,0.267
18.8,0,-0.147,0.267
18.82,0,-0.086,0.267
18.84,0,-0.023,0.267
18.86,0,0.04,0.267
18.88,0,0.101,0.267
18.9,0,0.161,0.267
18.92,0,0.218,0.267
18.94,0,0.274,0.267
18.96,0,0.325,0.267
18.98,0,0.372,0.267
19,0,0.412,0.267
19.02,0,0.447,0.267
19.04,0,0.476,0.267
19.06,0,0.499,0.267
19.08,0,0.515,0.267
19.1,0,0.522,0.267
19.12,0,0.524,0.267
19.14,0,0.518,0.267
19.16,0,0.503,0.267
19.18,0,0.483,0.267
19.2,0,0.456,0.267
19.22,0,0.421,0.267
19.24,0,0.38,0.267
19.26,0,0.335,0.267
19.28,0,0.284,0.267
19.3,0,0.232,0.267
19.32,0,0.173,0.267
19.34,0,0.113,0.267
19.36,0,0.052,0.267
19.38,0,-0.009,0.267
19.4,0,-0.07,0.267
19.42,0,-0.131,0.267
19.44,0,-0.19,0.267
19.46,0,-0.246,0.267
19.48,0,-0.298,0.267
19.5,0,-0.347,0.267
19.52,0,-0.391,0.267
19.54,0,-0.428,0.267
19.56,0,-0.459,0.267
19.58,0,-0.485,0.267
19.6,0,-0.504,0.267
19.62,0,-0.515,0.267
19.64,0,-0.518,0.267
19.66,0,-0.517,0.267
19.68,0,-0.506,0.267
19.7,0,-0.487,0.267
19.72,0,-0.463,0.267
19.74,0,-0.431,0.267
19.76,0,-0.394,0.267
19.78,0,-0.351,0.267
19.8,0,-0.304,0.267
19.82,0,-0.251,0.267
19.84,0,-0.195,0.267
19.86,0,-0.136,0.267
19.88,0,-0.075,0.267
19.9,0,-0.014,0.267
19.92,0,0.049,0.267
19.94,0,0.108,0.267
19.96,0,0.168,0.267
19.98,0,0.225,0.267
20,0,0.279,0.267
20.02,0,0.33,0.267
20.04,0,0.375,0.267
20.06,0,0.415,0.267
20.08,0,0.449,0.267
20.1,0,0.476,0.267
20.12,0,0.499,0.267
20.14,0,0.513,0.267
20.16,0,0.52,0.267
20.18,0,0.52,0.267
20.2,0,0.513,0.267
20.22,0,0.497,0.267
20.24,0,0.476,0.267
20.26,0,0.447,0.267
20.28,0,0.414,0.267
20.3,0,0.374,0.267
20.32,0,0.326,0.267
20.34,0,0.276,0.267
20.36,0,0.222,0.267
20.38,0,0.164,0.267
20.4,0,0.105,0.267
20.42,0,0.044,0.267
20.44,0,-0.017,0.267
20.46,0,-0.08,0.267
20.48,0,-0.14,0.267
20.5,0,-0.197,0.267
20.52,0,-0.253,0.267
20.54,0,-0.305,0.267
20.56,0,-0.351,0.267
20.58,0,-0.394,0.267
20.6,0,-0.431,0.267
20.62,0,-0.461,0.267
20.64,0,-0.485,0.267
20.66,0,-0.503,0.267
20.68,0,-0.513,0.267
20.7,0,-0.515,0.267
20.72,0,-0.513,0.267
20.74,0,-0.501,0.267
20.76,0,-0.482,0.267
20.78,0,-0.456,0.267
20.8,0,-0.424,0.267
20.82,0,-0.386,0.267
20.84,0,-0.342,0.267
20.86,0,-0.295,0.267
20.88,0,-0.241,0.267
20.9,0,-0.185,0.267
20.92,0,-0.127,0.267
20.94,0,-0.066,0.267
20.96,0,-0.005,0.267
20.98,0,0.056,0.267
21,0,0.117,0.267
21.02,0,0.176,0.267
21.04,0,0.232,0.267
21.06,0,0.284,0.267
21.08,0,0.335,0.267
21.1,0,0.379,0.267
21.12,0,0.417,0.267
21.14,0,0.45,0.267
21.16,0,0.478,0.267
21.18,0,0.497,0.267
21.2,0,0.511,0.267
21.22,0,0.517,0.267
21.24,0,0.518,0.267
21.26,0,0.508,0.267
21.28,0,0.494,0.267
21.3,0,0.469,0.267
21.32,0,0.44,0.267
21.34,0,0.405,0.267
21.36,0,0.363,0.267
21.38,0,0.318,0.267
21.4,0,0.267,0.267
21.42,0,0.213,0.267
21.44,0,0.155,0.267
21.46,0,0.096,0.267
21.48,0,0.035,0.267
21.5,0,-0.026,0.267
21.52,0,-0.087,0.267
21.54,0,-0.147,0.267
21.56,0,-0.204,0.267
21.58,0,-0.258,0.267
21.6,0,-0.311,0.267
21.62,0,-0.356,0.267
21.64,0,-0.398,0.267
21.66,0,-0.433,0.267
21.68,0,-0.463,0.267
21.7,0,-0.485,0.267
21.72,0,-0.503,0.267
21.74,0,-0.51,0.267
21.76,0,-0.513,0.267
21.78,0,-0.51,0.267
21.8,0,-0.496,0.267
21.82,0,-0.476,0.267
21.84,0,-0.45,0.267
21.86,0,-0.417,0.267
21.88,0,-0.379,0.267
21.9,0,-0.335,0.267
21.92,0,-0.286,0.267
21.94,0,-0.232,0.267
21.96,0,-0.176,0.267
21.98,0,-0.119,0.267
22,0,-0.058,0.267
22.02,0,0.003,0.267
22.04,0,0.065,0.267
22.06,0,0.126,0.267
22.08,0,0.183,0.267
22.1,0,0.239,0.267
22.12,0,0.291,0.267
22.14,0,0.339,0.267
22.16,0,0.384,0.267
22.18,0,0.421,0.267
22.2,0,0.452,0.267
22.22,0,0.478,0.267
22.24,0,0.497,0.267
22.26,0,0.51,0.267
22.28,0,0.515,0.267
22.3,0,0.513,0.267
22.32,0,0.503,0.267
22.34,0,0.487,0.267
22.36,0,0.464,0.267
22.38,0,0.435,0.267
22.4,0,0.396,0.267
22.42,0,0.356,0.267
22.44,0,0.309,0.267
22.46,0,0.258,0.267
22.48,0,0.204,0.267
22.5,0,0.145,0.267
22.52,0,0.086,0.267
22.54,0,0.026,0.267
22.56,0,-0.035,0.267
22.58,0,-0.094,0.267
22.6,0,-0.154,0.267
22.62,0,-0.211,0.267
22.64,0,-0.265,0.267
22.66,0,-0.314,0.267
22.68,0,-0.361,0.267
22.7,0,-0.4,0.267
22.72,0,-0.435,0.267
22.74,0,-0.463,0.267
22.76,0,-0.485,0.267
22.78,0,-0.501,0.267
22.8,0,-0.508,0.267
22.82,0,-0.51,0.267
22.84,0,-0.504,0.267
22.86,0,-0.49,0.267
22.88,0,-0.469,0.267
22.9,0,-0.443,0.267
22.92,0,-0.408,0.267
22.94,0,-0.37,0.267
22.96,0,-0.325,0.267
22.98,0,-0.278,0.267
23,0,-0.223,0.267
23.02,0,-0.168,0.267
23.04,0,-0.108,0.267
23.06,0,-0.049,0.267
23.08,0,0.012,0.267
23.1,0,0.073,0.267
23.12,0,0.133,0.267
23.14,0,0.19,0.267
23.16,0,0.244,0.267
23.18,0,0.297,0.267
23.2,0,0.344,0.267
23.22,0,0.386,0.267
23.24,0,0.422,0.267
23.26,0,0.456,0.267
23.28,0,0.478,0.267
23.3,0,0.497,0.267
23.32,0,0.508,0.267
23.34,0,0.511,0.267
23.36,0,0.51,0.267
23.38,0,0.499,0.267
23.4,0,0.482,0.267
23.42,0,0.457,0.267
23.44,0,0.426,0.267
23.46,0,0.389,0.267
23.48,0,0.347,0.267
23.5,0,0.3,0.267
23.52,0,0.248,0.267
23.54,0,0.194,0.267
23.56,0,0.136,0.267
23.58,0,0.077,0.267
23.6,0,0.017,0.267
23.62,0,-0.044,0.267
23.64,0,-0.103,0.267
23.66,0,-0.162,0.267
23.68,0,-0.218,0.267
23.7,0,-0.271,0.267
23.72,0,-0.319,0.267
23.74,0,-0.365,0.267
23.76,0,-0.403,0.267
23.78,0,-0.436,0.267
23.8,0,-0.464,0.267
23.82,0,-0.485,0.267
23.84,0,-0.499,0.267
23.86,0,-0.506,0.267
23.88,0,-0.508,0.267
23.9,0,-0.501,0.267
23.92,0,-0.485,0.267
23.94,0,-0.464,0.267
23.96,0,-0.436,0.267
23.98,0,-0.401,0.267
24,0,-0.363,0.267
24.02,0,-0.316,0.267
24.04,0,-0.267,0.267
24.06,0,-0.215,0.267
24.08,0,-0.157,0.267
24.1,0,-0.099,0.267
24.12,0,-0.04,0.267
24.14,0,0.021,0.267
24.16,0,0.08,0.267
24.18,0,0.14,0.267
24.2,0,0.197,0.267
24.22,0,0.251,0.267
24.24,0,0.302,0.267
24.26,0,0.349,0.267
24.28,0,0.389,0.267
24.3,0,0.426,0.267
24.32,0,0.456,0.267
24.34,0,0.478,0.267
24.36,0,0.496,0.267
24.38,0,0.506,0.267
24.4,0,0.508,0.267
24.42,0,0.506,0.267
24.44,0,0.494,0.267
24.46,0,0.475,0.267
24.48,0,0.45,0.267
24.5,0,0.419,0.267
24.52,0,0.382,0.267
24.54,0,0.339,0.267
24.56,0,0.291,0.267
24.58,0,0.241,0.267
24.6,0,0.185,0.267
24.62,0,0.127,0.267
24.64,0,0.068,0.267
24.66,0,0.009,0.267
24.68,0,-0.052,0.267
24.7,0,-0.112,0.267
24.72,0,-0.169,0.267
24.74,0,-0.225,0.267
24.76,0,-0.276,0.267
24.78,0,-0.325,0.267
24.8,0,-0.368,0.267
24.82,0,-0.407,0.267
24.84,0,-0.438,0.267
24.86,0,-0.464,0.267
24.88,0,-0.485,0.267
24.9,0,-0.497,0.267
24.92,0,-0.504,0.267
24.94,0,-0.504,0.267
24.96,0,-0.496,0.267
24.98,0,-0.48,0.267
25,0,-0.457,0.267
25.02,0,-0.429,0.267
25.04,0,-0.394,0.267
25.06,0,-0.354,0.267
25.08,0,-0.309,0.267
25.1,0,-0.258,0.267
25.12,0,-0.204,0.267
25.14,0,-0.148,0.267
25.16,0,-0.091,0.267
25.18,0,-0.031,0.267
25.2,0,0.028,0.267
25.22,0,0.089,0.267
25.24,0,0.148,0.267
25.26,0,0.204,0.267
25.28,0,0.257,0.267
25.3,0,0.307,0.267
25.32,0,0.353,0.267
25.34,0,0.393,0.267
25.36,0,0.428,0.267
25.38,0,0.457,0.267
25.4,0,0.478,0.267
25.42,0,0.496,0.267
25.44,0,0.503,0.267
25.46,0,0.506,0.267
25.48,0,0.501,0.267
25.5,0,0.489,0.267
25.52,0,0.469,0.267
25.54,0,0.443,0.267
25.56,0,0.412,0.267
25.58,0,0.374,0.267
25.6,0,0.33,0.267
25.62,0,0.283,0.267
25.64,0,0.232,0.267
25.66,0,0.176,0.267
25.68,0,0.119,0.267
25.7,0,0.059,0.267
25.72,0,0,0.267
25.74,0,-0.059,0.267
25.76,0,-0.119,0.267
25.78,0,-0.175,0.267
25.8,0,-0.23,0.267
25.82,0,-0.283,0.267
25.84,0,-0.33,0.267
25.86,0,-0.372,0.267
25.88,0,-0.408,0.267
25.9,0,-0.442,0.267
25.92,0,-0.466,0.267
25.94,0,-0.483,0.267
25.96,0,-0.496,0.267
25.98,0,-0.501,0.267
26,0,-0.501,0.267
26.02,0,-0.49,0.267
26.04,0,-0.475,0.267
26.06,0,-0.452,0.267
26.08,0,-0.422,0.267
26.1,0,-0.387,0.267
26.12,0,-0.346,0.267
26.14,0,-0.3,0.267
26.16,0,-0.25,0.267
26.18,0,-0.197,0.267
26.2,0,-0.14,0.267
26.22,0,-0.082,0.267
26.24,0,-0.023,0.267
26.26,0,0.038,0.267
26.28,0,0.098,0.267
26.3,0,0.155,0.267
26.32,0,0.211,0.267
26.34,0,0.264,0.267
26.36,0,0.312,0.267
26.38,0,0.356,0.267
26.4,0,0.396,0.267
26.42,0,0.431,0.267
26.44,0,0.457,0.267
26.46,0,0.478,0.267
26.48,0,0.494,0.267
26.5,0,0.501,0.267
26.52,0,0.503,0.267
26.54,0,0.497,0.267
26.56,0,0.483,0.267
26.58,0,0.464,0.267
26.6,0,0.438,0.267
26.62,0,0.405,0.267
26.64,0,0.365,0.267
26.66,0,0.323,0.267
26.68,0,0.274,0.267
26.7,0,0.222,0.267
26.72,0,0.168,0.267
26.74,0,0.11,0.267
26.76,0,0.051,0.267
26.78,0,-0.009,0.267
26.8,0,-0.068,0.267
26.82,0,-0.126,0.267
26.84,0,-0.182,0.267
26.86,0,-0.236,0.267
26.88,0,-0.286,0.267
26.9,0,-0.333,0.267
26.92,0,-0.375,0.267
26.94,0,-0.41,0.267
26.96,0,-0.442,0.267
26.98,0,-0.466,0.267
27,0,-0.483,0.267
27.02,0,-0.494,0.267
27.04,0,-0.499,0.267
27.06,0,-0.497,0.267
27.08,0,-0.485,0.267
27.1,0,-0.469,0.267
27.12,0,-0.445,0.267
27.14,0,-0.415,0.267
27.16,0,-0.379,0.267
27.18,0,-0.337,0.267
27.2,0,-0.291,0.267
27.22,0,-0.241,0.267
27.24,0,-0.187,0.267
27.26,0,-0.131,0.267
27.28,0,-0.073,0.267
27.3,0,-0.014,0.267
27.32,0,0.045,0.267
27.34,0,0.105,0.267
27.36,0,0.162,0.267
27.38,0,0.216,0.267
27.4,0,0.269,0.267
27.42,0,0.318,0.267
27.44,0,0.36,0.267
27.46,0,0.4,0.267
27.48,0,0.433,0.267
27.5,0,0.459,0.267
27.52,0,0.478,0.267
27.54,0,0.492,0.267
27.56,0,0.499,0.267
27.58,0,0.499,0.267
27.6,0,0.494,0.267
27.62,0,0.478,0.267
27.64,0,0.457,0.267
27.66,0,0.431,0.267
27.68,0,0.396,0.267
27.7,0,0.358,0.267
27.72,0,0.314,0.267
27.74,0,0.265,0.267
27.76,0,0.213,0.267
27.78,0,0.159,0.267
27.8,0,0.101,0.267
27.82,0,0.042,0.267
27.84,0,-0.016,0.267
27.86,0,-0.075,0.267
27.88,0,-0.134,0.267
27.9,0,-0.19,0.267
27.92,0,-0.243,0.267
27.94,0,-0.291,0.267
27.96,0,-0.339,0.267
27.98,0,-0.379,0.267
28,0,-0.414,0.267
28.02,0,-0.443,0.267
28.04,0,-0.466,0.267
28.06,0,-0.482,0.267
28.08,0,-0.492,0.267
28.1,0,-0.494,0.267
28.12,0,-0.492,0.267
28.14,0,-0.482,0.267
28.16,0,-0.463,0.267
28.18,0,-0.438,0.267
28.2,0,-0.407,0.267
28.22,0,-0.37,0.267
28.24,0,-0.33,0.267
28.26,0,-0.283,0.267
28.28,0,-0.232,0.267
28.3,0,-0.178,0.267
28.32,0,-0.122,0.267
28.34,0,-0.063,0.267
28.36,0,-0.005,0.267
28.38,0,0.054,0.267
28.4,0,0.112,0.267
28.42,0,0.169,0.267
28.44,0,0.223,0.267
28.46,0,0.274,0.267
28.48,0,0.321,0.267
28.5,0,0.363,0.267
28.52,0,0.401,0.267
28.54,0,0.435,0.267
28.56,0,0.459,0.267
28.58,0,0.478,0.267
28.6,0,0.49,0.267
28.62,0,0.496,0.267
28.64,0,0.496,0.267
28.66,0,0.489,0.267
28.68,0,0.473,0.267
28.7,0,0.45,0.267
28.72,0,0.422,0.267
28.74,0,0.389,0.267
28.76,0,0.349,0.267
28.78,0,0.305,0.267
28.8,0,0.257,0.267
28.82,0,0.204,0.267
28.84,0,0.15,0.267
28.86,0,0.093,0.267
28.88,0,0.033,0.267
28.9,0,-0.026,0.267
28.92,0,-0.084,0.267
28.94,0,-0.141,0.267
28.96,0,-0.197,0.267
28.98,0,-0.25,0.267
29,0,-0.297,0.267
29.02,0,-0.342,0.267
29.04,0,-0.38,0.267
29.06,0,-0.415,0.267
29.08,0,-0.445,0.267
29.1,0,-0.466,0.267
29.12,0,-0.482,0.267
29.14,0,-0.49,0.267
29.16,0,-0.492,0.267
29.18,0,-0.489,0.267
29.2,0,-0.476,0.267
29.22,0,-0.457,0.267
29.24,0,-0.431,0.267
29.26,0,-0.4,0.267
29.28,0,-0.363,0.267
29.3,0,-0.321,0.267
29.32,0,-0.274,0.267
29.34,0,-0.223,0.267
29.36,0,-0.169,0.267
29.38,0,-0.113,0.267
29.4,0,-0.056,0.267
29.42,0,0.003,0.267
29.44,0,0.061,0.267
29.46,0,0.12,0.267
29.48,0,0.176,0.267
29.5,0,0.229,0.267
29.52,0,0.279,0.267
29.54,0,0.326,0.267
29.56,0,0.368,0.267
29.58,0,0.405,0.267
29.6,0,0.435,0.267
29.62,0,0.459,0.267
29.64,0,0.478,0.267
29.66,0,0.489,0.267
29.68,0,0.494,0.267
29.7,0,0.494,0.267
29.72,0,0.483,0.267
29.74,0,0.468,0.267
29.76,0,0.445,0.267
29.78,0,0.415,0.267
29.8,0,0.382,0.267
29.82,0,0.34,0.267
29.84,0,0.297,0.267
29.86,0,0.248,0.267
29.88,0,0.195,0.267
29.9,0,0.14,0.267
29.92,0,0.082,0.267
29.94,0,0.024,0.267
29.96,0,-0.033,0.267
29.98,0,-0.091,0.267
30,0,-0.148,0.267
30.02,0,-0.202,0.267
30.04,0,-0.255,0.267
30.06,0,-0.302,0.267
30.08,0,-0.346,0.267
30.1,0,-0.384,0.267
30.12,0,-0.419,0.267
30.14,0,-0.445,0.267
30.16,0,-0.466,0.267
30.18,0,-0.48,0.267
30.2,0,-0.487,0.267
30.22,0,-0.489,0.267
30.24,0,-0.483,0.267
30.26,0,-0.471,0.267
30.28,0,-0.452,0.267
30.3,0,-0.426,0.267
30.32,0,-0.393,0.267
30.34,0,-0.354,0.267
30.36,0,-0.312,0.267
30.38,0,-0.265,0.267
30.4,0,-0.215,0.267
30.42,0,-0.161,0.267
30.44,0,-0.103,0.267
30.46,0,-0.045,0.267
30.48,0,0.012,0.267
30.5,0,0.07,0.267
30.52,0,0.127,0.267
30.54,0,0.183,0.267
30.56,0,0.236,0.267
30.58,0,0.284,0.267
30.6,0,0.33,0.267
30.62,0,0.372,0.267
30.64,0,0.407,0.267
30.66,0,0.436,0.267
30.68,0,0.461,0.267
30.7,0,0.476,0.267
30.72,0,0.487,0.267
30.74,0,0.492,0.267
30.76,0,0.489,0.267
30.78,0,0.478,0.267
30.8,0,0.463,0.267
30.82,0,0.44,0.267
30.84,0,0.41,0.267
30.86,0,0.374,0.267
30.88,0,0.333,0.267
30.9,0,0.288,0.267
30.92,0,0.239,0.267
30.94,0,0.187,0.267
30.96,0,0.131,0.267
30.98,0,0.075,0.267
31,0,0.017,0.267
31.02,0,-0.042,0.267
31.04,0,-0.099,0.267
31.06,0,-0.155,0.267
31.08,0,-0.209,0.267
31.1,0,-0.26,0.267
31.12,0,-0.307,0.267
31.14,0,-0.349,0.267
31.16,0,-0.387,0.267
31.18,0,-0.421,0.267
31.2,0,-0.447,0.267
31.22,0,-0.466,0.267
31.24,0,-0.48,0.267
31.26,0,-0.485,0.267
31.28,0,-0.485,0.267
31.3,0,-0.48,0.267
31.32,0,-0.466,0.267
31.34,0,-0.445,0.267
31.36,0,-0.419,0.267
31.38,0,-0.386,0.267
31.4,0,-0.347,0.267
31.42,0,-0.304,0.267
31.44,0,-0.257,0.267
31.46,0,-0.204,0.267
31.48,0,-0.152,0.267
31.5,0,-0.094,0.267
31.52,0,-0.037,0.267
31.54,0,0.021,0.267
31.56,0,0.079,0.267
31.58,0,0.134,0.267
31.6,0,0.188,0.267
31.62,0,0.243,0.267
31.64,0,0.29,0.267
31.66,0,0.335,0.267
31.68,0,0.375,0.267
31.7,0,0.41,0.267
31.72,0,0.438,0.267
31.74,0,0.461,0.267
31.76,0,0.476,0.267
31.78,0,0.485,0.267
31.8,0,0.489,0.267
31.82,0,0.485,0.267
31.84,0,0.473,0.267
31.86,0,0.457,0.267
31.88,0,0.433,0.267
31.9,0,0.401,0.267
31.92,0,0.367,0.267
31.94,0,0.325,0.267
31.96,0,0.279,0.267
31.98,0,0.23,0.267
32,0,0.178,0.267
32.02,0,0.122,0.267
32.04,0,0.066,0.267
32.06,0,0.009,0.267
32.08,0,-0.051,0.267
32.1,0,-0.106,0.267
32.12,0,-0.162,0.267
32.14,0,-0.215,0.267
32.16,0,-0.265,0.267
32.18,0,-0.312,0.267
32.2,0,-0.353,0.267
32.22,0,-0.391,0.267
32.24,0,-0.422,0.267
32.26,0,-0.447,0.267
32.28,0,-0.464,0.267
32.3,0,-0.478,0.267
32.32,0,-0.483,0.267
32.34,0,-0.483,0.267
32.36,0,-0.476,0.267
32.38,0,-0.461,0.267
32.4,0,-0.438,0.267
32.42,0,-0.41,0.267
32.44,0,-0.377,0.267
32.46,0,-0.339,0.267
32.48,0,-0.295,0.267
32.5,0,-0.248,0.267
32.52,0,-0.197,0.267
32.54,0,-0.143,0.267
32.56,0,-0.087,0.267
32.58,0,-0.03,0.267
32.6,0,0.028,0.267
32.62,0,0.086,0.267
32.64,0,0.141,0.267
32.66,0,0.195,0.267
32.68,0,0.248,0.267
32.7,0,0.295,0.267
32.72,0,0.339,0.267
32.74,0,0.377,0.267
32.76,0,0.412,0.267
32.78,0,0.44,0.267
32.8,0,0.461,0.267
32.82,0,0.475,0.267
32.84,0,0.483,0.267
32.86,0,0.485,0.267
32.88,0,0.48,0.267
32.9,0,0.469,0.267
32.92,0,0.45,0.267
32.94,0,0.426,0.267
32.96,0,0.394,0.267
32.98,0,0.358,0.267
33,0,0.318,0.267
33.02,0,0.271,0.267
33.04,0,0.222,0.267
33.06,0,0.168,0.267
33.08,0,0.113,0.267
33.1,0,0.056,0.267
33.12,0,-0.002,0.267
33.14,0,-0.058,0.267
33.16,0,-0.115,0.267
33.18,0,-0.169,0.267
33.2,0,-0.222,0.267
33.22,0,-0.271,0.267
33.24,0,-0.316,0.267
33.26,0,-0.358,0.267
33.28,0,-0.393,0.267
33.3,0,-0.422,0.267
33.32,0,-0.447,0.267
33.34,0,-0.464,0.267
33.36,0,-0.476,0.267
33.38,0,-0.48,0.267
33.4,0,-0.48,0.267
33.42,0,-0.471,0.267
33.44,0,-0.454,0.267
33.46,0,-0.433,0.267
33.48,0,-0.403,0.267
33.5,0,-0.37,0.267
33.52,0,-0.332,0.267
33.54,0,-0.286,0.267
33.56,0,-0.239,0.267
33.58,0,-0.187,0.267
33.6,0,-0.134,0.267
33.62,0,-0.079,0.267
33.64,0,-0.021,0.267
33.66,0,0.037,0.267
33.68,0,0.094,0.267
33.7,0,0.15,0.267
33.72,0,0.202,0.267
33.74,0,0.253,0.267
33.76,0,0.3,0.267
33.78,0,0.344,0.267
33.8,0,0.38,0.267
33.82,0,0.412,0.267
33.84,0,0.44,0.267
33.86,0,0.461,0.267
33.88,0,0.473,0.267
33.9,0,0.48,0.267
33.92,0,0.483,0.267
33.94,0,0.476,0.267
33.96,0,0.464,0.267
33.98,0,0.443,0.267
34,0,0.419,0.267
34.02,0,0.387,0.267
34.04,0,0.351,0.267
34.06,0,0.307,0.267
34.08,0,0.262,0.267
34.1,0,0.213,0.267
34.12,0,0.161,0.267
34.14,0,0.105,0.267
34.16,0,0.049,0.267
34.18,0,-0.009,0.267
34.2,0,-0.066,0.267
34.22,0,-0.122,0.267
34.24,0,-0.176,0.267
34.26,0,-0.229,0.267
34.28,0,-0.276,0.267
34.3,0,-0.319,0.267
34.32,0,-0.361,0.267
34.34,0,-0.394,0.267
34.36,0,-0.424,0.267
34.38,0,-0.449,0.267
34.4,0,-0.464,0.267
34.42,0,-0.475,0.267
34.44,0,-0.478,0.267
34.46,0,-0.476,0.267
34.48,0,-0.466,0.267
34.5,0,-0.45,0.267
34.52,0,-0.426,0.267
34.54,0,-0.398,0.267
34.56,0,-0.363,0.267
34.58,0,-0.323,0.267
34.6,0,-0.279,0.267
34.62,0,-0.23,0.267
34.64,0,-0.178,0.267
34.66,0,-0.124,0.267
34.68,0,-0.068,0.267
34.7,0,-0.012,0.267
34.72,0,0.045,0.267
34.74,0,0.101,0.267
34.76,0,0.157,0.267
34.78,0,0.209,0.267
34.8,0,0.258,0.267
34.82,0,0.304,0.267
34.84,0,0.347,0.267
34.86,0,0.384,0.267
34.88,0,0.415,0.267
34.9,0,0.44,0.267
34.92,0,0.461,0.267
34.94,0,0.473,0.267
34.96,0,0.478,0.267
34.98,0,0.48,0.267
35,0,0.473,0.267
35.02,0,0.459,0.267
35.04,0,0.438,0.267
35.06,0,0.412,0.267
35.08,0,0.38,0.267
35.1,0,0.342,0.267
35.12,0,0.3,0.267
35.14,0,0.253,0.267
35.16,0,0.204,0.267
35.18,0,0.15,0.267
35.2,0,0.096,0.267
35.22,0,0.04,0.267
35.24,0,-0.017,0.267
35.26,0,-0.073,0.267
35.28,0,-0.129,0.267
35.3,0,-0.183,0.267
35.32,0,-0.234,0.267
35.34,0,-0.281,0.267
35.36,0,-0.325,0.267
35.38,0,-0.365,0.267
35.4,0,-0.398,0.267
35.42,0,-0.426,0.267
35.44,0,-0.449,0.267
35.46,0,-0.463,0.267
35.48,0,-0.473,0.267
35.5,0,-0.475,0.267
35.52,0,-0.473,0.267
35.54,0,-0.461,0.267
35.56,0,-0.443,0.267
35.58,0,-0.421,0.267
35.6,0,-0.391,0.267
35.62,0,-0.354,0.267
35.64,0,-0.314,0.267
35.66,0,-0.269,0.267
35.68,0,-0.222,0.267
35.7,0,-0.169,0.267
35.72,0,-0.115,0.267
35.74,0,-0.059,0.267
35.76,0,-0.003,0.267
35.78,0,0.052,0.267
35.8,0,0.108,0.267
35.82,0,0.164,0.267
35.84,0,0.216,0.267
35.86,0,0.265,0.267
35.88,0,0.309,0.267
35.9,0,0.351,0.267
35.92,0,0.386,0.267
35.94,0,0.415,0.267
35.96,0,0.442,0.267
35.98,0,0.459,0.267
36,0,0.471,0.267
36.02,0,0.476,0.267
36.04,0,0.476,0.267
36.06,0,0.468,0.267
36.08,0,0.454,0.267
36.1,0,0.433,0.267
36.12,0,0.405,0.267
36.14,0,0.374,0.267
36.16,0,0.333,0.267
36.18,0,0.291,0.267
36.2,0,0.244,0.267
36.22,0,0.194,0.267
36.24,0,0.141,0.267
36.26,0,0.086,0.267
36.28,0,0.03,0.267
36.3,0,-0.026,0.267
36.32,0,-0.082,0.267
36.34,0,-0.136,0.267
36.36,0,-0.19,0.267
36.38,0,-0.239,0.267
36.4,0,-0.286,0.267
36.42,0,-0.33,0.267
36.44,0,-0.367,0.267
36.46,0,-0.4,0.267
36.48,0,-0.426,0.267
36.5,0,-0.449,0.267
36.52,0,-0.463,0.267
36.54,0,-0.471,0.267
36.56,0,-0.473,0.267
36.58,0,-0.468,0.267
36.6,0,-0.456,0.267
36.62,0,-0.438,0.267
36.64,0,-0.414,0.267
36.66,0,-0.382,0.267
36.68,0,-0.347,0.267
36.7,0,-0.307,0.267
36.72,0,-0.26,0.267
36.74,0,-0.213,0.267
36.76,0,-0.161,0.267
36.78,0,-0.106,0.267
36.8,0,-0.051,0.267
36.82,0,0.005,0.267
36.84,0,0.061,0.267
36.86,0,0.117,0.267
36.88,0,0.169,0.267
36.9,0,0.222,0.267
36.92,0,0.271,0.267
36.94,0,0.314,0.267
36.96,0,0.354,0.267
36.98,0,0.389,0.267
37,0,0.417,0.267
37.02,0,0.442,0.267
37.04,0,0.459,0.267
37.06,0,0.469,0.267
37.08,0,0.473,0.267
37.1,0,0.473,0.267
37.12,0,0.464,0.267
37.14,0,0.447,0.267
37.16,0,0.426,0.267
37.18,0,0.398,0.267
37.2,0,0.365,0.267
37.22,0,0.326,0.267
37.24,0,0.283,0.267
37.26,0,0.236,0.267
37.28,0,0.187,0.267
37.3,0,0.133,0.267
37.32,0,0.079,0.267
37.34,0,0.023,0.267
37.36,0,-0.035,0.267
37.38,0,-0.089,0.267
37.4,0,-0.145,0.267
37.42,0,-0.197,0.267
37.44,0,-0.246,0.267
37.46,0,-0.291,0.267
37.48,0,-0.333,0.267
37.5,0,-0.37,0.267
37.52,0,-0.401,0.267
37.54,0,-0.428,0.267
37.56,0,-0.449,0.267
37.58,0,-0.461,0.267
37.6,0,-0.468,0.267
37.62,0,-0.469,0.267
37.64,0,-0.464,0.267
37.66,0,-0.452,0.267
37.68,0,-0.431,0.267
37.7,0,-0.407,0.267
37.72,0,-0.375,0.267
37.74,0,-0.339,0.267
37.76,0,-0.297,0.267
37.78,0,-0.253,0.267
37.8,0,-0.202,0.267
37.82,0,-0.152,0.267
37.84,0,-0.098,0.267
37.86,0,-0.042,0.267
37.88,0,0.014,0.267
37.9,0,0.07,0.267
37.92,0,0.124,0.267
37.94,0,0.178,0.267
37.96,0,0.227,0.267
37.98,0,0.276,0.267
38,0,0.319,0.267
38.02,0,0.358,0.267
38.04,0,0.391,0.267
38.06,0,0.419,0.267
38.08,0,0.442,0.267
38.1,0,0.459,0.267
